segment_type,segment_id,year,buffer_size,sensor_type,ndvi_mean,ndvi_std,ndwi_mean,ndwi_std,ndbi_mean,ndbi_std,ndvi_category,ndwi_category,ndbi_category
200m,12,2021,300,L8,0.3887101956534278,0.05596027050335071,-0.414089779608831,0.0398468591387244,-0.008455381393932579,0.04703536473417063,decent - lower,very low - lower,low - upper
200m,12,2021,400,L8,0.3896915881022059,0.06505398598252901,-0.4143723558791336,0.04638691403957051,-0.013851183014114591,0.05942448972259716,decent - lower,very low - lower,low - upper
200m,12,2022,200,L8,0.3918066312061131,0.07504934524820041,-0.4567720686416564,0.060753268471583126,0.054628779405019846,0.07076591872974775,decent - lower,very low - lower,decent - lower
200m,12,2022,300,L8,0.3930237422050282,0.07917931170006526,-0.4553192997826862,0.06476494382887091,0.04630815535720956,0.06845604608752538,decent - lower,very low - lower,low - upper
200m,12,2022,400,L8,0.39456981371838507,0.09417626284448995,-0.4541612742347066,0.0763393213136854,0.03292211865285008,0.08589607998595016,decent - lower,very low - lower,low - upper
200m,13,2014,200,L8,0.40475931096645723,0.07639301183400055,-0.4594851021931188,0.06156165682569303,0.020588947542734288,0.06625567734736881,decent - lower,very low - lower,low - upper
200m,13,2014,300,L8,0.39204264745340733,0.07890855413260547,-0.44682639740322283,0.06365802826313213,0.026956569081913774,0.0621992629760203,decent - lower,very low - lower,low - upper
200m,13,2014,400,L8,0.38737876480810096,0.08674653742211784,-0.4416884951524188,0.07187354912146385,0.02673524584559972,0.0695456827570375,decent - lower,very low - lower,low - upper
200m,13,2015,200,L8,0.02720715476086637,0.017060191726955085,-0.03694414178976913,0.025363063571025662,-0.12429946988160138,0.013611644588672207,very low - lower,low - upper,low - lower
200m,13,2015,300,L8,0.02754061007857276,0.019243265465573405,-0.03720904829695577,0.027288262281375136,-0.12447502658863006,0.019662566675590767,very low - lower,low - upper,low - lower
200m,13,2015,400,L8,0.026371314662398622,0.01854174386527183,-0.03551185501793763,0.025912272776376793,-0.12699930799281622,0.026999342111780688,very low - lower,low - upper,low - lower
200m,13,2016,200,L8,0.4365673840970965,0.12285890556526001,-0.4286151260488093,0.08888867359133924,-0.006400633288241453,0.0960027833695542,decent - lower,very low - lower,low - upper
200m,13,2016,300,L8,0.40945966662659,0.11326955436941145,-0.42252387337857505,0.07977303116195239,0.011903000550177128,0.08830483430285901,decent - lower,very low - lower,low - upper
200m,13,2016,400,L8,0.403458991939349,0.11127519659330799,-0.4257000282210952,0.08168571849460837,0.011376324956220164,0.09363465908521418,decent - lower,very low - lower,low - upper
200m,13,2017,200,L8,0.4469286941365771,0.07651980143338233,-0.48559648619122836,0.061407657775331484,-0.018046518357316386,0.07345071570203651,decent - lower,very low - lower,low - upper
200m,13,2017,300,L8,0.4313990952446166,0.07879341652163036,-0.4713054893131868,0.06359653275140031,-0.010137946085244055,0.07145977885833928,decent - lower,very low - lower,low - upper
200m,13,2017,400,L8,0.42462416605622094,0.08848333804474275,-0.46343908692771174,0.07613276132390812,-0.013393263133820284,0.07411114489819778,decent - lower,very low - lower,low - upper
200m,13,2018,200,L8,0.34394675988644063,0.07255492126279396,-0.4187230339711703,0.0608904894142064,0.0766231892223457,0.0752670266619617,low - upper,very low - lower,decent - lower
200m,13,2018,300,L8,0.3433062696696544,0.074354319284289,-0.4153387041389536,0.06168108435249817,0.0749437340006779,0.06949870322717533,low - upper,very low - lower,decent - lower
200m,13,2018,400,L8,0.34929099010871273,0.07929676461617911,-0.41782617208993705,0.06595370176425602,0.06534773152337774,0.07591708866190106,low - upper,very low - lower,decent - lower
200m,13,2019,200,L8,0.5253141518665717,0.1296221095397218,-0.45448822226564833,0.10641381656499657,-0.08226188210057656,0.07240946974680396,decent - upper,very low - lower,low - lower
200m,13,2019,300,L8,0.4929969069093285,0.12591122393622955,-0.44042249164678265,0.10152028642600429,-0.07939407747378882,0.07314419151993978,decent - lower,very low - lower,low - lower
200m,13,2019,400,L8,0.46790164937903217,0.12610441941828746,-0.4313737151914543,0.10117150104653772,-0.0751590693823204,0.0935703178775713,decent - lower,very low - lower,low - lower
200m,13,2020,200,L8,0.3372628962866221,0.06936644394249204,-0.41159843343784086,0.05578350824718135,0.08298725849671691,0.06794778354683367,low - upper,very low - lower,decent - lower
200m,13,2020,300,L8,0.33653197865659557,0.07223082224530404,-0.4082822477171927,0.0572871772535058,0.08141979913853709,0.06389656718854106,low - upper,very low - lower,decent - lower
200m,13,2020,400,L8,0.3428968051625523,0.07836606343113352,-0.4113667992811833,0.0625086396179811,0.0722073107111461,0.07211240762129326,low - upper,very low - lower,decent - lower
200m,13,2021,200,L8,0.3824971302317898,0.0604022696817974,-0.4159048280683712,0.044826817900505134,-0.011793066444683935,0.049633464080032254,decent - lower,very low - lower,low - upper
200m,13,2021,300,L8,0.3814978445642439,0.05982648388083152,-0.414111087102962,0.044598256624542774,-0.010572230835412984,0.048325664816523034,decent - lower,very low - lower,low - upper
200m,13,2021,400,L8,0.3820438766210986,0.06672243935085193,-0.41348790138258085,0.050408159924907395,-0.00983381017967839,0.05839509948115258,decent - lower,very low - lower,low - upper
200m,13,2022,200,L8,0.38569272139852967,0.08163929423058397,-0.45285704992999176,0.06881223105506352,0.03232133706216538,0.07502625535620805,decent - lower,very low - lower,low - upper
200m,13,2022,300,L8,0.3808023392144362,0.08094625296189172,-0.44673632119691703,0.06764118455705204,0.03701954845509209,0.06988664360195972,decent - lower,very low - lower,low - upper
200m,13,2022,400,L8,0.37897595508441606,0.09025788443133319,-0.4430139637321206,0.07481522943080393,0.03340724203125654,0.07950395685048153,decent - lower,very low - lower,low - upper
200m,14,2014,200,L8,0.38509830017285784,0.07813518139464558,-0.4435583776150939,0.06435004134436328,0.01937589518746328,0.06381909917257228,decent - lower,very low - lower,low - upper
200m,14,2014,300,L8,0.3871601858706645,0.08261234190008157,-0.44424271696010614,0.06792372262495439,0.014613408457186295,0.06187586360298793,decent - lower,very low - lower,low - upper
200m,14,2014,400,L8,0.3881103305802086,0.0884108131847181,-0.44231378298622204,0.07310831779625256,0.011660572689017724,0.06973480329580437,decent - lower,very low - lower,low - upper
200m,14,2015,200,L8,0.018149190724505354,0.014202687935578636,-0.023654738087422265,0.02010067858394356,-0.13575395021989223,0.020782868815543507,very low - lower,low - upper,low - lower
200m,14,2015,300,L8,0.021706496161678263,0.018361871865989806,-0.02875365122116203,0.025664187196204585,-0.1391876281993637,0.025358529222986894,very low - lower,low - upper,low - lower
200m,14,2015,400,L8,0.02226958396042295,0.019077499414475056,-0.029664264861555715,0.026227153089697707,-0.14139890456989482,0.030602601272632243,very low - lower,low - upper,low - lower
200m,14,2016,200,L8,0.4353320582051595,0.11898833903020842,-0.4104665940678369,0.09188552786636733,-0.007916635493077744,0.07601798708052093,decent - lower,very low - lower,low - upper
200m,14,2016,300,L8,0.4215404879831103,0.12825418714306347,-0.410622967399637,0.09371879765052875,-0.015405291886788679,0.07956646700016974,decent - lower,very low - lower,low - upper
200m,14,2016,400,L8,0.42231481495403267,0.13529988518608593,-0.4207306750072281,0.09857200836884701,-0.013517414117257367,0.0887966233957172,decent - lower,very low - lower,low - upper
200m,14,2017,200,L8,0.43244324503281983,0.078008927379171,-0.4708612134055703,0.0634609237241457,-0.03689964363441826,0.07027977984055327,decent - lower,very low - lower,low - upper
200m,14,2017,300,L8,0.43347800371190903,0.08346967167913619,-0.4713562535999151,0.06760206340001365,-0.03974945323732882,0.07032346919078386,decent - lower,very low - lower,low - upper
200m,14,2017,400,L8,0.426154435778966,0.09808360430214047,-0.4625765646400035,0.08657611118222115,-0.03887131078305954,0.07586086434157711,decent - lower,very low - lower,low - upper
200m,14,2018,200,L8,0.3221288324604223,0.0737950651521072,-0.39955215706185454,0.06333236981301492,0.07081655903300933,0.06959653056958572,low - upper,very low - upper,decent - lower
200m,14,2018,300,L8,0.33161990000733305,0.07997366827374959,-0.4059457948997321,0.06822484304588167,0.0627579321913387,0.06978497069948605,low - upper,very low - lower,decent - lower
200m,14,2018,400,L8,0.3398748116466527,0.08582742100924184,-0.4102600241633895,0.07126532625872517,0.055782619320497884,0.07693222140314934,low - upper,very low - lower,decent - lower
200m,14,2019,200,L8,0.48756450806574886,0.13184902115080954,-0.4341505555580854,0.10679821514642161,-0.0819846214956244,0.0708555558392977,decent - lower,very low - lower,low - lower
200m,14,2019,300,L8,0.47592802524500455,0.14201385151423696,-0.4208639567641491,0.1135265387625208,-0.09713246707816804,0.06953828642427705,decent - lower,very low - lower,low - lower
200m,14,2019,400,L8,0.4598537627331528,0.13753576960437175,-0.409886898541959,0.11209921967092883,-0.10064149471060788,0.07868814332011845,decent - lower,very low - lower,low - lower
200m,14,2020,200,L8,0.3132539684594836,0.06960264881582312,-0.3924033904003331,0.05844636092805522,0.08280665972078828,0.0611051959753724,low - upper,very low - upper,decent - lower
200m,14,2020,300,L8,0.32232989760394964,0.0793134820447301,-0.3974084272790162,0.06589571099179142,0.07260144553450557,0.06509643229068868,low - upper,very low - upper,decent - lower
200m,14,2020,400,L8,0.3307449826967912,0.08653337246213925,-0.40150593376471716,0.07005144141052592,0.06505255561036226,0.07400477677350116,low - upper,very low - lower,decent - lower
200m,14,2021,200,L8,0.37373447830420903,0.06478653549767743,-0.41413226978155976,0.049956615753744334,-0.0010016770832543015,0.049075254215210314,decent - lower,very low - lower,low - upper
200m,14,2021,300,L8,0.37708616416186236,0.06698483249341873,-0.41594827862704514,0.05071397297936353,-0.011023808155204486,0.05249757206548999,decent - lower,very low - lower,low - upper
200m,14,2021,400,L8,0.3805822162084408,0.07204494479120205,-0.4164383618250772,0.05442780589610135,-0.01699799247838886,0.06123336305004908,decent - lower,very low - lower,low - upper
200m,14,2022,200,L8,0.36493622594451786,0.07982963778703664,-0.434722598376248,0.06933029608737169,0.02801034437318968,0.06585368974623382,decent - lower,very low - lower,low - upper
200m,14,2022,300,L8,0.3736716867030829,0.08475496815117482,-0.4409891374877047,0.07362336810207463,0.01933713147012294,0.0684834260961673,decent - lower,very low - lower,low - upper
200m,14,2022,400,L8,0.3776269143538329,0.0907308624867546,-0.44162402753438706,0.07676501290900398,0.016558425620078684,0.07792643152986378,decent - lower,very low - lower,low - upper
200m,15,2014,200,L8,0.3529793391483722,0.07214200000196583,-0.4184429716957912,0.06251383897813682,0.022716984462219977,0.05453555214249321,decent - lower,very low - lower,low - upper
200m,15,2014,300,L8,0.3767122626046571,0.09405307967342902,-0.4354242782005233,0.07702081321361307,0.012205166708888847,0.06442900102128898,decent - lower,very low - lower,low - upper
200m,15,2014,400,L8,0.3839095507722786,0.10398522344786884,-0.4382388154272643,0.08592261959004105,0.0052654129024118914,0.07437973136272026,decent - lower,very low - lower,low - upper
200m,15,2015,200,L8,0.00876927317222445,0.006667024099739402,-0.010756093636362027,0.008343815266806045,-0.14939646716421198,0.021938404425124923,very low - lower,low - upper,low - lower
200m,15,2015,300,L8,0.0119860928578924,0.011884827481985027,-0.015210890107161848,0.015406222113842847,-0.15098865270890155,0.023563419623359762,very low - lower,low - upper,very low - upper
200m,15,2015,400,L8,0.01470639911013233,0.01583476518330314,-0.019401345549969917,0.021118742141710327,-0.1544739749402431,0.028342895963440935,very low - lower,low - upper,very low - upper
200m,15,2016,200,L8,0.3930718431654375,0.12111827087074882,-0.37416941526623493,0.09731866996739164,-0.009996111021853207,0.06902757216388375,decent - lower,very low - upper,low - upper
200m,15,2016,300,L8,0.4200037617009488,0.1441136652434662,-0.3974618428967144,0.11092797810164204,-0.012598377950041992,0.07608195734817931,decent - lower,very low - upper,low - upper
200m,15,2016,400,L8,0.42893577405653,0.1546705022041062,-0.41059210070813346,0.11773751354324448,-0.020293137199485486,0.08954038892487946,decent - lower,very low - lower,low - upper
200m,15,2017,200,L8,0.4081893193569847,0.08850189344444666,-0.44669878035316657,0.0763156671571663,-0.058568058689598405,0.05755216935496629,decent - lower,very low - lower,low - lower
200m,15,2017,300,L8,0.4263749493450294,0.10498855798299948,-0.4636716108847913,0.09315039143440755,-0.054325999181369655,0.07361687379732831,decent - lower,very low - lower,low - lower
200m,15,2017,400,L8,0.42396364878887205,0.12442515099902413,-0.45646940935516367,0.11725904691329465,-0.04811170025179222,0.08835407171761316,decent - lower,very low - lower,low - upper
200m,15,2018,200,L8,0.2955048805613629,0.07042133382372964,-0.37814865219620963,0.06091391034622162,0.07021356930079506,0.06262518990005063,low - upper,very low - upper,decent - lower
200m,15,2018,300,L8,0.32177245301078106,0.09203502937546675,-0.3985362243621011,0.07822287771039688,0.061811949743451125,0.07027632403757289,low - upper,very low - upper,decent - lower
200m,15,2018,400,L8,0.33536424244651036,0.10016077812977534,-0.4064107608847273,0.0845938914117735,0.047554482832582214,0.08076044910731742,low - upper,very low - lower,low - upper
200m,15,2019,200,L8,0.40090251920242637,0.13870736811726456,-0.3743603109720893,0.11331452967324501,-0.09071824520958623,0.060829657096689735,decent - lower,very low - upper,low - lower
200m,15,2019,300,L8,0.42408775862269743,0.1463059768073793,-0.3972899365550746,0.11897742606210195,-0.0817574352668738,0.07951385601300964,decent - lower,very low - upper,low - lower
200m,15,2019,400,L8,0.4309396891872876,0.14573253289232366,-0.4048776249318301,0.11910221379042088,-0.0802187435530116,0.08725525501562367,decent - lower,very low - lower,low - lower
200m,15,2020,200,L8,0.2778722301375441,0.06941748087706716,-0.36294680673630236,0.060750157440762086,0.08550147263105537,0.05538613259995816,low - upper,very low - upper,decent - lower
200m,15,2020,300,L8,0.3065671277657682,0.09699007468875885,-0.38377013503595186,0.08044380764948901,0.07471430092360408,0.06630712647205263,low - upper,very low - upper,decent - lower
200m,15,2020,400,L8,0.32605466760462354,0.10580668407141657,-0.39679848060613854,0.0859081763456964,0.05754123821538369,0.08007848414570373,low - upper,very low - upper,decent - lower
200m,15,2021,200,L8,0.3496032192750546,0.06265871731529735,-0.4004109951495994,0.049211760374041964,0.0038244723070497365,0.04902233889189787,low - upper,very low - lower,low - upper
200m,15,2021,300,L8,0.37265666239433065,0.09077916266462849,-0.4158327751555154,0.06839722884630148,-0.009711880760529706,0.06307486532386937,decent - lower,very low - lower,low - upper
200m,15,2021,400,L8,0.38268581247765604,0.09835096538755292,-0.4212269016705158,0.07435660586126454,-0.020390702331653743,0.07351200436749097,decent - lower,very low - lower,low - upper
200m,15,2022,200,L8,0.33885017879655316,0.07390694002610308,-0.41282932905105485,0.06561745437167828,0.02602726373087422,0.0565388761673816,low - upper,very low - lower,low - upper
200m,15,2022,300,L8,0.36116965005486956,0.09691136972099301,-0.42965887282406007,0.08304201566801858,0.018998130553534116,0.06650265189970173,decent - lower,very low - lower,low - upper
200m,15,2022,400,L8,0.371472454205408,0.10650758388705052,-0.43542531872405765,0.08983247491867967,0.010843970499792861,0.0777678418971242,decent - lower,very low - lower,low - upper
200m,16,2014,200,L8,0.37302246141259865,0.10779479390460034,-0.43245734621129533,0.08687259933401163,0.0065022834448481325,0.06891819049393817,decent - lower,very low - lower,low - upper
200m,16,2014,300,L8,0.37588651721089966,0.10569868951772839,-0.43487353288957187,0.08549394000077144,0.010920037667515054,0.07482488464997226,decent - lower,very low - lower,low - upper
200m,16,2014,400,L8,0.3675326996863998,0.10859710047458705,-0.42714161021953534,0.09024393608526116,0.01098720797380492,0.08160270794181142,decent - lower,very low - lower,low - upper
200m,16,2015,200,L8,0.0058110214592556764,0.005738626312378433,-0.007355162440225105,0.007226442512450076,-0.16372651592464116,0.01967227837303189,very low - lower,low - upper,very low - upper
200m,16,2015,300,L8,0.006204043421679018,0.006987674354795873,-0.008197556940936334,0.008790418682434721,-0.16415675813274683,0.022118764656070055,very low - lower,low - upper,very low - upper
200m,16,2015,400,L8,0.00705494135753459,0.008210213912677834,-0.009644858044607118,0.010409392006155796,-0.16546793056382714,0.023394766133389186,very low - lower,low - upper,very low - upper
200m,16,2016,200,L8,0.387365399713304,0.13713819528972132,-0.3664212373167684,0.114487604650633,-0.02233553921224192,0.07766842590691216,decent - lower,very low - upper,low - upper
200m,16,2016,300,L8,0.403967527328676,0.15443884221816043,-0.38596643398781766,0.11712041643671553,-0.011548665973969103,0.09040474371538469,decent - lower,very low - upper,low - upper
200m,16,2016,400,L8,0.40888414519105126,0.16113105621526239,-0.3966768921502695,0.123074803326585,-0.011990839365149027,0.10039403486859397,decent - lower,very low - upper,low - upper
200m,16,2017,200,L8,0.42097423311370025,0.14673176161129414,-0.4458900665923716,0.1329224690060483,-0.06878052227435309,0.08793855645195305,decent - lower,very low - lower,low - lower
200m,16,2017,300,L8,0.4289959512426386,0.16544204191102943,-0.45350221514739186,0.15702572113447708,-0.052954223190713634,0.09598431168485319,decent - lower,very low - lower,low - lower
200m,16,2017,400,L8,0.40562667881727255,0.17321091907222372,-0.43122852108710585,0.17016007213209153,-0.046490997242689534,0.09915632021966587,decent - lower,very low - lower,low - upper
200m,16,2018,200,L8,0.3119792866257696,0.10569708285352937,-0.39095243732724655,0.09056431082816124,0.058369102425494486,0.06758723755948118,low - upper,very low - upper,decent - lower
200m,16,2018,300,L8,0.32351185099206925,0.10419679997135231,-0.4013526037276476,0.08897024717723041,0.055139608975700895,0.07753128690189177,low - upper,very low - lower,decent - lower
200m,16,2018,400,L8,0.3251720903743087,0.10604913671447092,-0.4002152748225973,0.09116640244814755,0.046962071791407,0.08966467679504304,low - upper,very low - lower,low - upper
200m,16,2019,200,L8,0.3611466191829788,0.12457553022609641,-0.3677469066935428,0.12247486157650066,-0.06669572573784895,0.07814826102907627,decent - lower,very low - upper,low - lower
200m,16,2019,300,L8,0.3833836379947508,0.13084277978048123,-0.394117209868973,0.11397049964603427,-0.0592087336526611,0.09627338791114616,decent - lower,very low - upper,low - lower
200m,16,2019,400,L8,0.3903353326914476,0.14062229214372152,-0.4015197298329142,0.11107952369921349,-0.056800553283290166,0.10295339710382766,decent - lower,very low - lower,low - lower
200m,16,2020,200,L8,0.2978930903640767,0.11779962800455565,-0.3746307176258071,0.09439651541494322,0.06969856217961097,0.06998046408901398,low - upper,very low - upper,decent - lower
200m,16,2020,300,L8,0.31088546964593605,0.11276361266770099,-0.38743395116621065,0.09178132193596894,0.06658183856147303,0.07712973607037264,low - upper,very low - upper,decent - lower
200m,16,2020,400,L8,0.31526136593375537,0.1101334903942739,-0.3902530965522161,0.0908031087862705,0.05781013730522088,0.08829382639918097,low - upper,very low - upper,decent - lower
200m,16,2021,200,L8,0.37660762018969923,0.11759037383865886,-0.4204900909992178,0.0880420775883737,-0.020627636524181817,0.08095507988464783,decent - lower,very low - lower,low - upper
200m,16,2021,300,L8,0.38000197506628675,0.10719043298410072,-0.4240082692338755,0.08011710370834871,-0.015755016201769608,0.07975776672844176,decent - lower,very low - lower,low - upper
200m,16,2021,400,L8,0.3740514608090297,0.1034363754109983,-0.41895368846271575,0.0779199828715783,-0.013373261510885758,0.08114442258263208,decent - lower,very low - lower,low - upper
200m,16,2022,200,L8,0.3549494428232225,0.10830215421702756,-0.42363281106016376,0.09283279606093481,0.018465343021440445,0.06113159453580225,decent - lower,very low - lower,low - upper
200m,16,2022,300,L8,0.36224159806477596,0.10919931688057793,-0.4313951579626849,0.09197509466276514,0.01748677375192923,0.07228511405201449,decent - lower,very low - lower,low - upper
200m,16,2022,400,L8,0.358447990194879,0.11304708599573982,-0.42686445267833717,0.09574306761198814,0.015310261615786832,0.08271616078751444,decent - lower,very low - lower,low - upper
200m,17,2014,200,L8,0.3646612202206729,0.10949093252627007,-0.42833344794851524,0.08661805892866051,0.04279672151909455,0.09022380155325976,decent - lower,very low - lower,low - upper
200m,17,2014,300,L8,0.36029780302067776,0.10934638403096887,-0.42471962858179463,0.08747614432690537,0.029582708481914743,0.09078297411522775,decent - lower,very low - lower,low - upper
200m,17,2014,400,L8,0.3519376578157155,0.11599040365343925,-0.4158535895463415,0.09687948375705457,0.01859052258053739,0.09206379848388921,decent - lower,very low - lower,low - upper
200m,17,2015,200,L8,0.003080012518548786,0.003217547990687652,-0.004231293318296143,0.004039301181651967,-0.17194935933388306,0.013777373977407843,very low - lower,low - upper,very low - upper
200m,17,2015,300,L8,0.004108489346944841,0.0054296199283931845,-0.005791451683418728,0.0067607583948500055,-0.17113928016475846,0.0180639782266938,very low - lower,low - upper,very low - upper
200m,17,2015,400,L8,0.004933739168750127,0.0060300165584646305,-0.0072227721225077346,0.00776613072799348,-0.1727672961004523,0.019910415945631307,very low - lower,low - upper,very low - upper
200m,17,2016,200,L8,0.35988064946741544,0.14971109614378939,-0.36321859262253925,0.11474470200572488,0.028216877029986154,0.11212322973521838,decent - lower,very low - upper,low - upper
200m,17,2016,300,L8,0.37778275284545487,0.16813975851392687,-0.37697108232811893,0.12133977632217963,0.011000196376853441,0.10685584860475618,decent - lower,very low - upper,low - upper
200m,17,2016,400,L8,0.3824499009601914,0.17887769138503593,-0.3821606795051961,0.1366217611434928,-0.002605846385427539,0.10778318215755243,decent - lower,very low - upper,low - upper
200m,17,2017,200,L8,0.3766277088930002,0.22385996686836024,-0.3864100869012682,0.21763048363411458,-0.028911729875574336,0.12269618101237253,decent - lower,very low - upper,low - upper
200m,17,2017,300,L8,0.3521028932685245,0.21964225131165072,-0.36730974808845357,0.21559396877058876,-0.03473135878726464,0.10866068015656306,decent - lower,very low - upper,low - upper
200m,17,2017,400,L8,0.34473217732401135,0.20841393329663851,-0.36746088232530527,0.20969847359203567,-0.0398127658177081,0.10626033490053802,low - upper,very low - upper,low - upper
200m,17,2018,200,L8,0.31238261303301273,0.10954151560012228,-0.3946500151700072,0.09281613342349353,0.0815548440757274,0.0883147697498164,low - upper,very low - upper,decent - lower
200m,17,2018,300,L8,0.31314346133516385,0.10928650740774729,-0.394743111739282,0.09250256174504178,0.06352932438116961,0.09511600089533918,low - upper,very low - upper,decent - lower
200m,17,2018,400,L8,0.3080757157475971,0.11719712026612523,-0.38676343133539104,0.10203839689635835,0.04927744216986363,0.09710454692784773,low - upper,very low - upper,low - upper
200m,17,2019,200,L8,0.3340669863097299,0.11401413935657277,-0.3803844084468579,0.11234087587765995,0.005677387361237248,0.10896903911320116,low - upper,very low - upper,low - upper
200m,17,2019,300,L8,0.3392463800980032,0.1198022851681722,-0.3831656285690088,0.10754547013865132,-0.01256599748030945,0.11226848960827758,low - upper,very low - upper,low - upper
200m,17,2019,400,L8,0.3411819869785963,0.13268840593158537,-0.3822406083215315,0.11136449542319639,-0.025934906701214348,0.11047988092432107,low - upper,very low - upper,low - upper
200m,17,2020,200,L8,0.29795994811295184,0.12123106425339478,-0.3777243998521711,0.09587306938064638,0.09157183506833845,0.08951001916209575,low - upper,very low - upper,decent - lower
200m,17,2020,300,L8,0.3007245876345312,0.11789923884464304,-0.3806098368741715,0.09567575975433719,0.07436602813256311,0.09301662614158866,low - upper,very low - upper,decent - lower
200m,17,2020,400,L8,0.29644138898453115,0.1207413587475111,-0.37431062543490085,0.10107193725812653,0.05855873768204318,0.09568474192738415,low - upper,very low - upper,decent - lower
200m,17,2021,200,L8,0.37010964956623615,0.11893828109740619,-0.41943149727461837,0.08790743119418809,0.010910671654609844,0.10016297963231933,decent - lower,very low - lower,low - upper
200m,17,2021,300,L8,0.3646042024103376,0.11262855900608061,-0.4156499333345664,0.0836744416945177,0.003469779207392749,0.09377381093939141,decent - lower,very low - lower,low - upper
200m,17,2021,400,L8,0.3534735853228861,0.11694434663741768,-0.40463171136772313,0.08926074914771547,-0.0047038777948852795,0.08979418493834003,decent - lower,very low - lower,low - upper
200m,17,2022,200,L8,0.3466835435614304,0.11195814325088431,-0.4205326681541348,0.0930209843435089,0.05131801535159961,0.08441233166948055,low - upper,very low - lower,decent - lower
200m,17,2022,300,L8,0.3438352504660816,0.11522640429960967,-0.41819068464303455,0.09562868454132774,0.03629544395263324,0.088283253771826,low - upper,very low - lower,low - upper
200m,17,2022,400,L8,0.33332236236134083,0.12604226885443734,-0.40585002410624876,0.10877850998444319,0.02156022765897752,0.08951534651918466,low - upper,very low - lower,low - upper
200m,18,2014,200,L8,0.3395988967482484,0.12080519205929889,-0.40772578944737303,0.09941743298965812,0.06654379909219806,0.1013410720185785,low - upper,very low - lower,decent - lower
200m,18,2014,300,L8,0.3318267690779109,0.12237307836835136,-0.3995253891736674,0.10261754760361355,0.04156329631380146,0.09708939569915194,low - upper,very low - upper,low - upper
200m,18,2014,400,L8,0.3344616116845841,0.12351640608726676,-0.40018861165372466,0.105386664539831,0.024842667255127248,0.09512369322153082,low - upper,very low - lower,low - upper
200m,18,2015,200,L8,0.0032668538715806216,0.0028363232158902067,-0.005000409558912156,0.004189243046893715,-0.17606676614918582,0.01361976342621143,very low - lower,low - upper,very low - upper
200m,18,2015,300,L8,0.003703960213434189,0.0035101329790810324,-0.005605064544408983,0.004942536691053127,-0.17404924483534084,0.01578827205416827,very low - lower,low - upper,very low - upper
200m,18,2015,400,L8,0.004545144270609473,0.004434247396915645,-0.006775917868980086,0.005891072296366383,-0.17584730604291474,0.01779716584012715,very low - lower,low - upper,very low - upper
200m,18,2016,200,L8,0.3130390009919565,0.15408284140826545,-0.3471025259506258,0.1174732036168131,0.04877605170192525,0.12252023080135396,low - upper,very low - upper,low - upper
200m,18,2016,300,L8,0.3278628335971764,0.17247494509937744,-0.35134787929048394,0.1319604320344394,0.028343572986489846,0.11332126947805392,low - upper,very low - upper,low - upper
200m,18,2016,400,L8,0.3497460031740674,0.18123856813481867,-0.3667008222950856,0.1422267492948506,0.015264855128090166,0.10860827243537623,low - upper,very low - upper,low - upper
200m,18,2017,200,L8,0.2935913588287922,0.24034752740345763,-0.30337567700455503,0.22654633489039774,-0.01059751515888415,0.11762211546586789,low - upper,very low - upper,low - upper
200m,18,2017,300,L8,0.2857732298121105,0.24037841310456665,-0.29755849789785094,0.23626819463004112,-0.01571423098282416,0.12352226101063653,low - upper,very low - upper,low - upper
200m,18,2017,400,L8,0.2758605218316127,0.22246595938445246,-0.2921318883128688,0.22399829703544322,-0.026979656397673666,0.11681390744594852,low - upper,very low - upper,low - upper
200m,18,2018,200,L8,0.28710103618504795,0.11844899635471108,-0.37158983217578784,0.10485024789140046,0.08723902550383411,0.0984760400999086,low - upper,very low - upper,decent - lower
200m,18,2018,300,L8,0.2931772870313094,0.12312215357006917,-0.37527441832938047,0.11004788769492199,0.05979653836758093,0.1001677403439266,low - upper,very low - upper,decent - lower
200m,18,2018,400,L8,0.30066958297933577,0.12733347530333736,-0.380024650062742,0.1138785548044735,0.050612739665246695,0.09999376338569704,low - upper,very low - upper,decent - lower
200m,18,2019,200,L8,0.3000398187841999,0.12463495527671598,-0.38173256579396697,0.10880815754266636,0.06005584889441682,0.09170352969311381,low - upper,very low - upper,decent - lower
200m,18,2019,300,L8,0.30303353152167434,0.12524730553243504,-0.37403227477640877,0.11271686453730757,0.028575239437222837,0.0946292670827902,low - upper,very low - upper,low - upper
200m,18,2019,400,L8,0.31432992695524586,0.12616256231543457,-0.3774662790013661,0.11341966358112217,0.0044331533655491365,0.09899689081028018,low - upper,very low - upper,low - upper
200m,18,2020,200,L8,0.2748442815264523,0.12990654314501693,-0.3570167003782482,0.1063636602244413,0.09453191109256069,0.09954916124637926,low - upper,very low - upper,decent - lower
200m,18,2020,300,L8,0.2795554071384238,0.12955280309749384,-0.35893229523235604,0.1083560450214471,0.06907298697742703,0.0983934364406174,low - upper,very low - upper,decent - lower
200m,18,2020,400,L8,0.2843266753333882,0.12611896118591448,-0.36188052326773223,0.10729860911619714,0.057348131332251626,0.09718135615301918,low - upper,very low - upper,decent - lower
200m,18,2021,200,L8,0.3361879555160672,0.13223020761316262,-0.3930770962649311,0.10198052007421994,0.03250902619442415,0.10246413308733558,low - upper,very low - upper,low - upper
200m,18,2021,300,L8,0.33327380336985346,0.1298386288588637,-0.3905225433406332,0.10055738109120682,0.012085132779391576,0.0964319687423722,low - upper,very low - upper,low - upper
